EdadJefeHogar,SexoJefeHogar,MiembrosHogar,RatioDependencia,LenguaMaterna,NivelEducativoJefeHogar,AniosEstudioJefeHogar,TipoEmpleo,IngresoMensualHogar,AreaResidencia,TenenciaVivienda,MaterialParedes,AccesoAguaPotable,AccesoSaneamiento,AccesoElectricidad,Hacinamiento,PoseeActivos,Region,GastoMensualHogar,PobrezaMonetaria
31,Mujer,6,1.0,Español,Secundaria,11,Informal,7336.289999999999,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,1,1,Sierra,5997.47,0
29,Hombre,6,0.55,Español,Secundaria,14,Informal,3534.87,Rural,Propia,Ladrillo/Cemento,1,0,0,1,0,Selva,2798.73,1
69,Hombre,3,1.86,Español,Secundaria,11,Desempleado,6128.04,Urbana,Alquilada,Adobe,0,1,1,1,1,Sierra,4573.8,0
68,Hombre,2,3.35,Quechua,Primaria,15,Formal,1754.7599999999998,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Costa,1867.0,0
19,Hombre,5,3.91,Español,Primaria,1,Formal,9088.86,Urbana,Cedida,Adobe,1,1,1,0,1,Sierra,7249.64,1
26,Hombre,10,3.52,Español,Primaria,2,Informal,12079.44,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,10092.27,1
22,Hombre,4,4.33,Español,Secundaria,8,Desempleado,3121.29,Rural,Propia,Madera/Esteras,1,1,1,1,1,Sierra,3719.06,1
63,Hombre,1,2.75,Español,Superior,0,Formal,1199.16,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,1004.05,0
47,Hombre,2,4.53,Español,Secundaria,12,Formal,3775.44,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,3644.18,0
23,Hombre,8,2.57,Quechua,Secundaria,14,Informal,10923.42,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,11037.62,1
45,Mujer,1,4.11,Español,Primaria,16,Informal,30945.69,Rural,Propia,Adobe,1,1,1,0,0,Costa,34735.16,0
24,Hombre,10,0.27,Español,Primaria,12,Formal,1647.2400000000002,Rural,Propia,Adobe,0,1,0,1,0,Sierra,1732.8,1
45,Hombre,8,3.38,Español,Superior,9,Desempleado,3014.61,Urbana,Propia,Adobe,1,1,1,1,0,Costa,2533.52,1
58,Mujer,7,0.36,Español,Ninguno,8,Formal,6679.950000000001,Rural,Propia,Madera/Esteras,1,0,1,1,0,Sierra,7147.41,1
73,Hombre,11,2.83,Español,Superior,8,Informal,4401.33,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Selva,3420.75,1
26,Hombre,1,1.97,Español,Ninguno,8,Formal,2821.77,Rural,Alquilada,Madera/Esteras,1,1,1,0,1,Costa,2010.48,0
67,Mujer,5,4.15,Español,Primaria,19,Desempleado,10476.539999999999,Rural,Propia,Ladrillo/Cemento,1,1,1,1,1,Sierra,10850.15,0
69,Hombre,10,0.13,Español,Primaria,20,Informal,17364.69,Urbana,Propia,Madera/Esteras,0,0,1,1,1,Selva,17767.48,0
77,Hombre,2,0.09,Aymara,Superior,11,Desempleado,18568.56,Rural,Propia,Madera/Esteras,0,0,1,1,1,Costa,13937.45,0
47,Hombre,1,1.05,Español,Secundaria,17,Formal,3186.7200000000003,Urbana,Cedida,Adobe,1,1,0,1,1,Costa,3117.36,0
35,Hombre,7,4.11,Español,Secundaria,2,Informal,9331.83,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,7760.45,1
28,Hombre,6,3.11,Quechua,Primaria,13,Informal,3089.25,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Costa,3696.41,0
33,Hombre,7,1.27,Español,Primaria,0,Formal,1458.6299999999999,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,1,0,Sierra,1173.36,1
41,Mujer,7,1.22,Español,Ninguno,0,Informal,2482.41,Urbana,Alquilada,Madera/Esteras,1,1,1,1,0,Sierra,2882.28,1
31,Mujer,1,3.38,Español,Ninguno,10,Formal,3278.01,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Selva,3828.43,1
72,Mujer,2,0.02,Español,Superior,14,Formal,6331.11,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,5565.35,0
19,Hombre,3,2.03,Español,Ninguno,0,Informal,6099.450000000001,Urbana,Cedida,Ladrillo/Cemento,1,0,1,1,0,Costa,6079.8,1
47,Hombre,4,2.39,Quechua,Secundaria,13,Formal,12363.329999999998,Rural,Propia,Madera/Esteras,0,1,1,1,0,Selva,14581.45,0
36,Hombre,7,0.45,Español,Secundaria,3,Informal,11422.05,Urbana,Alquilada,Madera/Esteras,1,1,1,0,1,Sierra,10861.18,1
28,Hombre,2,4.68,Español,Primaria,0,Informal,4131.96,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,0,Sierra,4331.28,0
46,Mujer,5,0.75,Español,Secundaria,18,Informal,6426.719999999999,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,7472.33,0
69,Hombre,6,3.34,Español,Primaria,15,Formal,4595.4,Rural,Propia,Madera/Esteras,1,1,1,0,0,Costa,4758.4,1
29,Mujer,5,4.08,Español,Secundaria,0,Informal,22748.699999999997,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,16108.37,0
40,Hombre,9,2.1,Español,Primaria,8,Formal,2090.37,Urbana,Cedida,Adobe,1,1,1,1,1,Sierra,2425.01,1
56,Hombre,5,2.36,Quechua,Primaria,8,Formal,9720.48,Rural,Propia,Ladrillo/Cemento,1,0,1,1,0,Costa,11528.75,0
73,Mujer,10,0.97,Español,Secundaria,7,Informal,2789.0099999999998,Urbana,Alquilada,Madera/Esteras,1,1,1,0,1,Costa,2054.96,1
22,Mujer,10,3.24,Español,Secundaria,10,Informal,4922.04,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,3764.63,1
43,Hombre,7,0.29,Español,Secundaria,3,Informal,5495.79,Rural,Cedida,Adobe,1,1,1,1,1,Costa,4075.24,1
72,Hombre,6,0.36,Español,Superior,3,Informal,6557.34,Urbana,Alquilada,Adobe,0,0,1,1,0,Costa,7291.17,0
78,Hombre,10,0.95,Español,Primaria,6,Formal,5174.3099999999995,Rural,Alquilada,Madera/Esteras,1,1,1,0,0,Costa,5959.22,1
69,Hombre,5,2.48,Español,Primaria,20,Informal,11990.400000000001,Rural,Alquilada,Ladrillo/Cemento,0,1,1,0,1,Costa,14030.35,0
79,Mujer,1,1.25,Español,Primaria,13,Informal,3724.29,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,3345.12,0
64,Mujer,3,3.84,Aymara,Superior,0,Formal,5113.83,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,5716.68,0
38,Hombre,7,1.21,Quechua,Ninguno,8,Informal,3151.7999999999997,Rural,Propia,Adobe,1,1,1,0,1,Selva,2683.69,1
27,Hombre,10,1.69,Español,Secundaria,7,Informal,2391.7200000000003,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,2333.32,1
52,Hombre,7,4.04,Quechua,Primaria,3,Formal,8822.55,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,1,Selva,9958.71,0
50,Hombre,7,4.82,Quechua,Primaria,10,Informal,2446.56,Urbana,Cedida,Ladrillo/Cemento,1,1,1,1,1,Costa,2742.95,1
37,Mujer,8,2.08,Quechua,Superior,18,Informal,9309.75,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,8562.48,0
59,Hombre,9,3.09,Español,Ninguno,10,Informal,6941.76,Urbana,Propia,Adobe,0,0,1,0,1,Costa,5144.95,0
34,Mujer,8,4.19,Español,Secundaria,15,Formal,2897.46,Urbana,Alquilada,Ladrillo/Cemento,1,0,0,0,1,Selva,2269.87,1
67,Mujer,10,1.83,Español,Secundaria,12,Informal,2284.8,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,1,Costa,2499.43,0
59,Hombre,1,4.06,Español,Primaria,11,Formal,7800.719999999999,Rural,Alquilada,Madera/Esteras,1,0,1,0,0,Sierra,8508.68,0
50,Hombre,2,2.17,Español,Primaria,20,Informal,7461.63,Urbana,Alquilada,Adobe,1,1,1,0,1,Selva,7665.03,0
39,Hombre,11,2.74,Español,Primaria,13,Desempleado,4633.71,Urbana,Propia,Adobe,1,1,1,1,0,Selva,4233.03,0
18,Hombre,7,3.19,Español,Secundaria,18,Formal,4380.99,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Costa,4421.08,0
39,Mujer,11,2.43,Otra,Secundaria,12,Informal,3796.2300000000005,Urbana,Alquilada,Madera/Esteras,1,1,1,0,1,Selva,3828.41,1
28,Hombre,2,2.66,Quechua,Primaria,6,Informal,3851.88,Urbana,Alquilada,Madera/Esteras,1,1,1,1,0,Costa,4237.66,1
57,Mujer,2,2.49,Español,Secundaria,11,Formal,2977.5299999999997,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,2125.72,0
44,Hombre,4,1.14,Español,Secundaria,5,Informal,8654.43,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Selva,9406.9,0
35,Hombre,7,1.69,Español,Ninguno,14,Desempleado,4178.01,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,4522.16,1
79,Hombre,6,1.34,Español,Primaria,8,Informal,1995.1799999999998,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,1955.94,1
50,Hombre,3,0.02,Español,Ninguno,21,Desempleado,4611.39,Urbana,Propia,Madera/Esteras,1,0,1,0,1,Costa,3935.09,1
48,Hombre,4,1.59,Español,Secundaria,6,Informal,13901.49,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Selva,12826.75,0
46,Hombre,10,4.88,Español,Superior,14,Formal,6788.37,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,1,Sierra,5724.88,0
19,Hombre,4,1.93,Aymara,Secundaria,20,Informal,6614.549999999999,Urbana,Alquilada,Adobe,1,0,0,0,0,Selva,5725.74,0
61,Hombre,3,0.56,Español,Ninguno,20,Informal,21555.0,Urbana,Alquilada,Madera/Esteras,0,1,1,0,0,Selva,18518.26,0
37,Hombre,3,1.25,Español,Ninguno,3,Formal,2830.2,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,1,1,Costa,2981.66,1
24,Hombre,2,1.88,Aymara,Secundaria,17,Informal,2095.02,Rural,Propia,Ladrillo/Cemento,0,1,1,1,1,Sierra,2245.57,1
40,Hombre,2,1.36,Español,Secundaria,17,Formal,15020.91,Urbana,Propia,Madera/Esteras,0,1,0,0,0,Selva,11525.52,0
77,Hombre,10,1.88,Quechua,Primaria,20,Desempleado,14064.84,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,11076.81,0
19,Hombre,7,2.01,Español,Primaria,12,Informal,51204.600000000006,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Sierra,43148.59,0
74,Mujer,11,1.0,Español,Secundaria,7,Formal,4598.37,Urbana,Propia,Adobe,1,0,1,0,0,Sierra,4398.28,0
68,Hombre,10,1.18,Español,Secundaria,6,Desempleado,6981.539999999999,Rural,Propia,Ladrillo/Cemento,0,0,1,1,0,Sierra,6040.55,1
67,Mujer,6,4.87,Español,Primaria,0,Desempleado,2934.39,Urbana,Alquilada,Adobe,1,1,1,0,0,Costa,3517.55,1
21,Mujer,4,3.26,Español,Secundaria,8,Informal,2000.28,Rural,Propia,Adobe,1,0,1,1,1,Sierra,1729.31,1
30,Hombre,1,2.61,Español,Secundaria,10,Formal,3282.7799999999997,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Sierra,3114.69,1
78,Hombre,4,2.39,Español,Superior,7,Informal,10633.44,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,0,Costa,10450.74,0
50,Mujer,2,4.28,Aymara,Secundaria,13,Informal,3239.01,Urbana,Propia,Adobe,1,0,1,0,1,Costa,3141.24,1
78,Hombre,2,3.77,Español,Primaria,18,Informal,2024.73,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,1548.72,1
40,Hombre,8,2.8,Español,Primaria,9,Desempleado,1839.03,Urbana,Propia,Ladrillo/Cemento,0,1,0,0,1,Sierra,1447.29,1
28,Hombre,1,0.59,Español,Ninguno,12,Formal,2273.31,Urbana,Alquilada,Ladrillo/Cemento,0,0,1,0,0,Costa,2479.15,0
29,Hombre,8,4.95,Español,Secundaria,9,Formal,12214.77,Urbana,Alquilada,Adobe,1,1,1,0,1,Costa,9041.6,0
55,Mujer,11,1.93,Español,Ninguno,7,Formal,10315.53,Rural,Alquilada,Adobe,0,0,1,1,1,Sierra,8585.7,0
72,Hombre,3,1.09,Español,Ninguno,3,Informal,4215.96,Urbana,Alquilada,Madera/Esteras,1,1,1,1,0,Costa,2981.29,1
45,Mujer,11,0.53,Español,Secundaria,21,Desempleado,9500.460000000001,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,8909.32,0
41,Hombre,7,4.25,Español,Secundaria,15,Informal,6116.49,Urbana,Propia,Adobe,1,1,1,0,0,Selva,4713.49,0
79,Hombre,9,0.22,Español,Ninguno,12,Informal,3336.24,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Costa,2380.8,1
79,Mujer,6,2.33,Español,Secundaria,10,Desempleado,3125.79,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Sierra,3734.22,1
67,Mujer,2,2.65,Quechua,Primaria,12,Formal,6961.23,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Sierra,7811.23,0
57,Hombre,10,4.8,Español,Superior,15,Formal,16460.25,Urbana,Propia,Madera/Esteras,1,1,1,1,0,Selva,14441.14,0
62,Hombre,4,3.89,Español,Primaria,17,Informal,9872.16,Urbana,Cedida,Ladrillo/Cemento,0,1,0,0,0,Costa,9117.94,0
78,Mujer,4,0.75,Español,Superior,11,Formal,6333.63,Urbana,Propia,Adobe,0,1,1,0,1,Sierra,6524.83,0
79,Mujer,11,2.99,Español,Primaria,12,Informal,1417.1100000000001,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Costa,1393.79,1
57,Hombre,11,0.36,Español,Primaria,0,Formal,27083.97,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Selva,27177.83,0
56,Hombre,8,4.53,Quechua,Secundaria,10,Informal,10187.7,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,9137.31,0
37,Mujer,8,0.32,Español,Secundaria,12,Informal,1141.1999999999998,Rural,Cedida,Ladrillo/Cemento,0,1,1,0,0,Costa,1326.6,1
57,Mujer,1,0.44,Español,Primaria,10,Informal,1949.4299999999998,Rural,Propia,Ladrillo/Cemento,0,1,1,0,0,Costa,1919.17,0
37,Hombre,3,3.43,Español,Primaria,5,Formal,11693.880000000001,Urbana,Propia,Adobe,0,1,0,0,0,Sierra,12468.94,1
67,Mujer,6,4.18,Español,Ninguno,2,Informal,22589.46,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,20126.66,0
68,Hombre,5,3.46,Español,Primaria,10,Informal,7347.150000000001,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,5883.92,0
54,Mujer,11,2.22,Español,Ninguno,2,Formal,18635.25,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Costa,18044.63,0
70,Hombre,9,4.78,Español,Primaria,3,Informal,2897.43,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,0,1,Selva,2259.45,1
31,Hombre,7,3.91,Español,Primaria,1,Formal,1779.69,Rural,Cedida,Ladrillo/Cemento,1,0,1,1,0,Costa,1655.19,1
28,Mujer,7,3.33,Español,Secundaria,2,Formal,8739.27,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,1,Sierra,9622.44,0
46,Mujer,7,4.91,Español,Secundaria,20,Formal,6924.900000000001,Rural,Propia,Ladrillo/Cemento,0,0,1,1,0,Costa,7440.92,0
73,Hombre,9,4.05,Español,Secundaria,17,Informal,6507.36,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,1,0,Sierra,4764.78,1
35,Hombre,3,1.92,Español,Primaria,12,Formal,860.8499999999999,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Selva,1019.99,1
49,Hombre,8,2.43,Español,Primaria,6,Formal,8977.59,Urbana,Alquilada,Adobe,1,1,1,0,1,Costa,10635.37,1
37,Hombre,7,4.98,Español,Superior,17,Formal,3459.24,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Selva,3918.43,0
44,Mujer,7,0.1,Español,Secundaria,15,Informal,2698.98,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,2557.56,1
31,Hombre,9,4.34,Quechua,Secundaria,19,Formal,6635.01,Rural,Alquilada,Adobe,1,1,1,0,0,Sierra,5352.84,1
69,Hombre,9,2.8,Español,Superior,11,Desempleado,8204.07,Rural,Alquilada,Ladrillo/Cemento,1,1,0,0,1,Costa,6800.23,1
66,Hombre,2,4.35,Español,Primaria,9,Informal,2653.3500000000004,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,2243.54,1
43,Hombre,11,2.94,Aymara,Secundaria,13,Formal,3268.7699999999995,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,3807.49,0
55,Mujer,10,3.5,Español,Secundaria,18,Formal,4514.700000000001,Rural,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,4260.61,1
23,Mujer,11,4.97,Español,Primaria,3,Informal,5540.82,Urbana,Propia,Adobe,1,0,1,0,0,Costa,6142.46,1
69,Hombre,8,0.27,Español,Secundaria,18,Formal,25593.120000000003,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,21724.49,0
68,Hombre,1,4.14,Español,Secundaria,13,Informal,7036.289999999999,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,1,Selva,7306.02,0
73,Mujer,6,3.12,Español,Ninguno,5,Formal,12957.900000000001,Rural,Cedida,Ladrillo/Cemento,1,1,1,0,0,Sierra,13058.17,0
64,Hombre,9,2.43,Español,Ninguno,13,Formal,4147.950000000001,Urbana,Alquilada,Adobe,1,1,1,0,0,Costa,3873.92,0
65,Mujer,3,2.28,Español,Secundaria,0,Formal,17275.920000000002,Urbana,Alquilada,Adobe,1,0,1,0,1,Sierra,16802.85,0
22,Hombre,11,0.28,Español,Secundaria,1,Informal,4540.32,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Costa,4458.68,1
59,Hombre,5,2.26,Español,Primaria,5,Formal,1339.47,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,1335.82,1
46,Mujer,4,1.79,Español,Primaria,3,Formal,5994.66,Urbana,Propia,Madera/Esteras,1,1,1,1,0,Selva,4373.79,0
69,Mujer,5,0.92,Quechua,Primaria,7,Formal,5491.59,Urbana,Propia,Madera/Esteras,1,1,0,0,0,Costa,5281.64,1
58,Hombre,11,3.02,Español,Ninguno,19,Informal,8588.130000000001,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,1,Sierra,7451.7,1
49,Mujer,7,1.47,Español,Secundaria,14,Formal,8022.57,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Selva,6019.72,1
63,Mujer,1,4.58,Español,Secundaria,20,Formal,8485.32,Urbana,Alquilada,Madera/Esteras,1,1,1,0,1,Costa,8004.36,0
59,Hombre,9,1.46,Quechua,Secundaria,19,Formal,2971.17,Rural,Propia,Adobe,1,1,1,0,1,Costa,3159.92,0
46,Mujer,3,3.63,Español,Secundaria,4,Informal,4730.01,Urbana,Propia,Adobe,0,1,0,1,0,Sierra,5384.31,1
48,Hombre,6,0.49,Español,Superior,3,Formal,15173.28,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,17853.37,0
42,Hombre,8,4.23,Español,Primaria,6,Informal,7584.99,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,7251.59,1
22,Hombre,6,1.3,Español,Secundaria,11,Informal,8778.66,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,0,Sierra,8107.71,0
36,Hombre,5,0.25,Español,Secundaria,12,Formal,23744.04,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,19267.14,0
54,Hombre,9,0.47,Español,Secundaria,16,Informal,9303.93,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,8956.06,0
33,Hombre,10,3.46,Español,Superior,16,Informal,6198.33,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Sierra,6126.69,1
23,Mujer,10,0.72,Quechua,Secundaria,8,Formal,21097.77,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Sierra,18373.92,0
29,Hombre,9,3.41,Español,Secundaria,14,Informal,2636.7,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,1,Sierra,2057.65,1
33,Mujer,8,0.38,Español,Superior,1,Formal,4425.78,Urbana,Alquilada,Adobe,1,1,1,1,0,Costa,4053.11,1
52,Hombre,6,2.02,Quechua,Secundaria,17,Formal,3318.51,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Sierra,2891.32,1
59,Hombre,6,1.4,Español,Secundaria,4,Informal,2642.2200000000003,Rural,Alquilada,Madera/Esteras,1,1,1,1,1,Costa,2098.54,1
25,Mujer,2,1.44,Español,Secundaria,12,Informal,8900.16,Urbana,Cedida,Adobe,1,0,1,1,0,Costa,10574.82,1
65,Hombre,1,1.81,Quechua,Secundaria,12,Formal,1838.8200000000002,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,1501.45,1
74,Hombre,10,0.94,Español,Ninguno,15,Informal,14512.079999999998,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,0,Sierra,14653.4,0
43,Hombre,3,3.87,Español,Ninguno,12,Informal,1920.3600000000001,Urbana,Alquilada,Adobe,0,0,1,1,1,Sierra,1722.15,1
54,Hombre,11,0.99,Español,Superior,19,Formal,10437.36,Urbana,Propia,Adobe,1,1,1,1,1,Costa,7622.67,0
36,Hombre,7,2.2,Español,Superior,21,Informal,37384.53,Urbana,Propia,Adobe,1,1,1,0,1,Sierra,42846.77,0
24,Hombre,11,1.04,Español,Secundaria,5,Informal,2420.19,Urbana,Alquilada,Adobe,0,1,1,0,1,Costa,2677.23,1
46,Mujer,1,1.5,Español,Secundaria,12,Formal,6636.84,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,6102.09,1
43,Hombre,1,4.0,Español,Secundaria,7,Formal,2866.05,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,2613.19,1
22,Hombre,6,0.75,Español,Primaria,21,Formal,5460.15,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,1,1,Sierra,5851.24,1
33,Hombre,9,2.21,Español,Secundaria,21,Informal,8283.45,Rural,Propia,Ladrillo/Cemento,0,1,1,1,0,Costa,7750.02,0
73,Hombre,9,3.94,Español,Secundaria,8,Formal,1227.81,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,941.68,1
28,Hombre,9,3.77,Español,Primaria,18,Informal,2186.25,Rural,Alquilada,Madera/Esteras,1,1,1,0,1,Costa,1558.41,1
50,Hombre,3,4.76,Español,Secundaria,13,Informal,2025.78,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Costa,2108.84,1
58,Hombre,9,1.12,Quechua,Primaria,5,Formal,30406.47,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,29430.39,0
71,Mujer,4,2.71,Español,Superior,12,Formal,4979.76,Rural,Propia,Madera/Esteras,1,1,1,0,1,Costa,4799.98,0
78,Hombre,9,4.23,Español,Primaria,21,Informal,1444.92,Urbana,Propia,Adobe,1,0,1,0,1,Costa,1365.8,0
73,Mujer,6,2.67,Español,Ninguno,18,Informal,14126.579999999998,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,12950.24,0
19,Hombre,1,2.12,Español,Secundaria,8,Informal,6537.599999999999,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,4920.1,0
25,Hombre,1,2.12,Español,Primaria,15,Formal,976.4100000000001,Urbana,Alquilada,Adobe,1,1,1,0,1,Costa,748.79,1
33,Mujer,3,4.99,Español,Secundaria,11,Informal,2880.09,Urbana,Propia,Adobe,1,0,1,1,1,Selva,3296.76,1
21,Mujer,11,3.21,Español,Primaria,5,Formal,7782.63,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Sierra,5690.11,1
61,Mujer,5,1.92,Español,Primaria,12,Informal,6998.43,Urbana,Propia,Adobe,0,1,1,0,0,Costa,5401.72,0
67,Hombre,2,2.17,Español,Primaria,8,Formal,2188.98,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,1,Selva,2129.24,1
18,Hombre,2,2.44,Español,Primaria,21,Formal,8007.150000000001,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,6766.1,0
26,Hombre,9,4.88,Español,Primaria,1,Informal,2649.93,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,1880.0,1
60,Hombre,3,1.24,Español,Superior,9,Formal,3996.51,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,4659.91,1
35,Hombre,3,1.38,Otra,Primaria,16,Informal,5581.17,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,0,1,Costa,6065.01,1
33,Hombre,4,3.19,Español,Primaria,10,Formal,19221.57,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,0,1,Costa,20364.83,0
57,Hombre,5,2.15,Español,Secundaria,11,Informal,4943.3099999999995,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Selva,4821.82,1
28,Mujer,4,4.78,Quechua,Primaria,2,Informal,4316.07,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Costa,4756.51,1
48,Hombre,11,4.13,Quechua,Ninguno,16,Formal,20397.81,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,23984.99,0
25,Mujer,9,0.22,Español,Secundaria,0,Informal,5231.67,Rural,Alquilada,Adobe,1,0,1,0,0,Costa,3761.38,1
71,Hombre,11,0.62,Español,Primaria,13,Informal,5459.3099999999995,Urbana,Alquilada,Adobe,1,1,1,0,0,Costa,6439.98,0
35,Hombre,2,0.24,Español,Ninguno,2,Formal,1866.06,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,1616.41,1
47,Hombre,5,3.26,Español,Superior,9,Desempleado,5465.4,Urbana,Propia,Adobe,1,1,0,0,0,Selva,6051.89,1
73,Hombre,7,4.13,Quechua,Primaria,18,Informal,559.38,Urbana,Propia,Ladrillo/Cemento,1,0,0,0,1,Costa,553.5,1
21,Hombre,11,3.28,Español,Primaria,17,Informal,3951.99,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,3755.1,1
48,Hombre,1,3.27,Español,Primaria,12,Desempleado,2844.66,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,0,Sierra,2113.87,0
49,Hombre,4,2.08,Español,Superior,17,Informal,6303.63,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,6360.99,0
37,Hombre,6,0.09,Español,Primaria,3,Formal,3703.74,Urbana,Propia,Madera/Esteras,1,0,1,0,0,Costa,3512.59,1
58,Hombre,5,0.93,Español,Secundaria,2,Formal,1317.75,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,1459.3,1
46,Hombre,4,1.7,Español,Secundaria,6,Formal,4531.5599999999995,Urbana,Propia,Adobe,1,1,1,0,1,Costa,3700.15,1
37,Hombre,7,1.7,Español,Ninguno,12,Informal,5744.5199999999995,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Selva,6406.29,0
