EdadJefeHogar,SexoJefeHogar,MiembrosHogar,RatioDependencia,LenguaMaterna,NivelEducativoJefeHogar,TipoEmpleo,AreaResidencia,Region,AccesoAguaPotable,AccesoSaneamiento,Hacinamiento,PoseeActivos,TenenciaVivienda,MaterialParedes,AccesoElectricidad,AniosEstudioJefeHogar,IngresoMensualHogar,GastoMensualHogar,PobrezaMonetaria
31,Hombre,1,1.56,Español,Primaria,Informal,Urbana,Sierra,1,0,0,1,Alquilada,Ladrillo/Cemento,1,6,1064.55,1087.03,0
43,Hombre,9,2.92,Español,Superior,Informal,Urbana,Selva,1,1,1,1,Propia,Ladrillo/Cemento,1,20,2650.02,2491.6,1
29,Hombre,4,0.57,Español,Primaria,Desempleado,Urbana,Costa,1,1,1,1,Propia,Ladrillo/Cemento,1,3,510.84,412.7,1
29,Hombre,8,2.01,Quechua,Secundaria,Desempleado,Urbana,Sierra,1,1,0,1,Propia,Madera/Esteras,0,8,1375.71,1556.23,1
32,Hombre,8,1.18,Español,Primaria,Informal,Urbana,Costa,0,1,0,1,Propia,Ladrillo/Cemento,1,2,1608.73,1512.02,1
33,Mujer,8,2.77,Español,Primaria,Formal,Rural,Costa,1,0,0,0,Propia,Adobe,1,6,2985.36,3265.15,1
70,Hombre,3,2.65,Español,Superior,Informal,Rural,Costa,0,1,1,1,Propia,Ladrillo/Cemento,1,19,2550.4,2133.08,0
59,Hombre,8,1.79,Español,Primaria,Formal,Urbana,Sierra,1,1,0,0,Propia,Adobe,1,3,2148.43,2016.82,1
35,Mujer,9,0.54,Español,Superior,Informal,Urbana,Sierra,0,0,0,0,Propia,Adobe,0,19,1421.06,1120.19,1
32,Mujer,4,0.44,Español,Primaria,Formal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,2,2577.64,1939.72,0
61,Hombre,4,1.49,Español,Secundaria,Informal,Rural,Sierra,1,0,1,1,Propia,Ladrillo/Cemento,1,8,1339.92,1531.39,1
52,Hombre,9,1.84,Español,Primaria,Formal,Urbana,Costa,1,0,0,1,Cedida,Ladrillo/Cemento,1,6,3359.08,2931.48,1
32,Mujer,1,1.44,Quechua,Primaria,Formal,Urbana,Costa,0,0,0,1,Propia,Ladrillo/Cemento,1,3,2733.73,2950.88,0
40,Hombre,5,0.21,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,0,Propia,Ladrillo/Cemento,1,7,2360.53,2221.53,0
42,Mujer,3,2.66,Español,Primaria,Informal,Urbana,Sierra,1,1,1,1,Propia,Ladrillo/Cemento,1,6,1036.99,804.06,1
53,Hombre,9,2.49,Español,Primaria,Informal,Urbana,Sierra,1,1,0,1,Alquilada,Adobe,1,2,1531.32,1707.98,1
20,Mujer,8,2.34,Español,Primaria,Formal,Rural,Costa,0,1,0,0,Propia,Madera/Esteras,1,1,2360.33,2703.22,1
71,Hombre,2,2.76,Español,Primaria,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,4,2180.53,2172.81,0
71,Mujer,5,2.32,Español,Superior,Desempleado,Rural,Sierra,1,1,0,0,Alquilada,Ladrillo/Cemento,1,20,1087.16,992.13,1
24,Hombre,9,1.99,Aymara,Primaria,Informal,Urbana,Selva,0,0,1,0,Propia,Ladrillo/Cemento,1,5,1388.65,1357.48,1
74,Hombre,9,1.53,Español,Secundaria,Formal,Urbana,Sierra,1,1,0,0,Propia,Ladrillo/Cemento,1,8,4423.07,3607.93,0
51,Hombre,9,0.15,Español,Ninguno,Informal,Urbana,Sierra,1,1,0,1,Alquilada,Ladrillo/Cemento,1,0,908.07,951.12,1
64,Hombre,5,2.53,Español,Primaria,Informal,Urbana,Selva,1,1,0,1,Propia,Adobe,0,6,1390.15,1054.5,1
77,Hombre,4,1.91,Español,Ninguno,Informal,Urbana,Selva,1,0,1,0,Cedida,Ladrillo/Cemento,1,0,684.65,734.89,1
74,Mujer,6,0.16,Español,Secundaria,Informal,Urbana,Sierra,1,1,1,1,Propia,Ladrillo/Cemento,1,9,1844.12,1911.3,1
39,Hombre,5,2.17,Español,Secundaria,Informal,Urbana,Costa,1,1,1,1,Cedida,Ladrillo/Cemento,1,9,1517.81,1674.72,1
33,Mujer,5,0.66,Español,Primaria,Formal,Rural,Sierra,1,1,1,1,Propia,Ladrillo/Cemento,0,5,3499.27,2981.65,0
70,Hombre,2,0.15,Español,Primaria,Formal,Urbana,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,2,3441.85,2885.72,0
23,Hombre,2,0.08,Quechua,Ninguno,Informal,Rural,Costa,1,1,0,0,Alquilada,Adobe,1,0,754.74,538.21,1
77,Hombre,9,2.77,Español,Secundaria,Formal,Urbana,Costa,1,1,1,1,Propia,Ladrillo/Cemento,0,11,3050.03,2571.78,1
20,Hombre,3,2.59,Español,Primaria,Informal,Urbana,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,1,3,2405.19,2686.86,0
46,Hombre,4,1.69,Español,Secundaria,Formal,Rural,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,9,1631.85,1489.88,0
44,Hombre,9,2.54,Español,Primaria,Informal,Rural,Costa,1,1,1,0,Propia,Ladrillo/Cemento,1,6,862.38,1000.26,1
40,Mujer,9,0.18,Español,Primaria,Formal,Urbana,Selva,1,1,1,0,Alquilada,Madera/Esteras,0,6,2297.91,2046.89,1
68,Mujer,7,1.38,Español,Secundaria,Formal,Rural,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,8,2631.15,2831.36,1
42,Hombre,7,1.15,Quechua,Secundaria,Informal,Urbana,Costa,0,0,0,0,Alquilada,Madera/Esteras,0,11,2050.12,2026.18,1
79,Hombre,7,1.5,Español,Superior,Formal,Urbana,Costa,1,1,1,0,Propia,Ladrillo/Cemento,1,15,8023.28,8335.92,0
77,Hombre,9,2.61,Quechua,Secundaria,Informal,Urbana,Costa,1,1,1,1,Propia,Adobe,1,9,2859.63,2006.76,1
69,Mujer,6,1.85,Español,Secundaria,Formal,Urbana,Costa,1,1,1,0,Cedida,Ladrillo/Cemento,1,9,2604.08,2805.24,0
20,Mujer,4,2.7,Aymara,Primaria,Informal,Rural,Costa,1,1,0,1,Propia,Madera/Esteras,1,5,1289.12,1309.95,1
74,Hombre,9,1.84,Español,Primaria,Formal,Urbana,Sierra,1,0,1,0,Propia,Ladrillo/Cemento,1,3,2779.28,2698.17,1
22,Hombre,4,2.51,Español,Secundaria,Informal,Urbana,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,1,10,1852.96,2152.62,0
79,Hombre,6,2.75,Quechua,Primaria,Informal,Urbana,Sierra,1,1,1,1,Cedida,Adobe,1,3,1308.5,952.41,1
68,Hombre,6,2.41,Otra,Secundaria,Informal,Urbana,Selva,1,0,0,0,Propia,Ladrillo/Cemento,1,10,1978.71,2100.63,1
31,Mujer,8,0.97,Español,Superior,Informal,Rural,Costa,0,1,0,1,Propia,Ladrillo/Cemento,0,13,3742.88,3193.67,0
18,Hombre,4,0.33,Español,Secundaria,Informal,Urbana,Selva,1,0,0,1,Propia,Adobe,1,9,741.28,575.79,1
76,Hombre,8,0.25,Español,Superior,Informal,Rural,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,12,2893.85,2203.05,1
72,Hombre,7,0.97,Español,Primaria,Informal,Urbana,Costa,1,1,1,1,Alquilada,Ladrillo/Cemento,1,4,2102.75,1594.97,1
39,Mujer,8,1.76,Español,Superior,Informal,Urbana,Sierra,1,1,1,1,Alquilada,Ladrillo/Cemento,1,13,1214.56,858.79,1
33,Hombre,3,1.0,Español,Primaria,Formal,Urbana,Costa,1,0,1,0,Cedida,Adobe,1,1,2733.7,3038.52,0
51,Hombre,6,1.95,Español,Primaria,Informal,Urbana,Costa,1,0,1,0,Propia,Madera/Esteras,1,1,1500.34,1261.06,1
74,Hombre,3,0.84,Quechua,Secundaria,Informal,Urbana,Costa,1,0,0,1,Cedida,Madera/Esteras,1,8,3350.32,3662.45,0
59,Hombre,1,0.15,Español,Secundaria,Formal,Rural,Sierra,0,1,0,1,Propia,Ladrillo/Cemento,1,9,1665.54,1396.62,0
50,Mujer,3,0.56,Español,Superior,Informal,Urbana,Selva,1,1,0,1,Propia,Ladrillo/Cemento,0,16,4357.96,3343.18,0
18,Hombre,6,2.16,Español,Secundaria,Informal,Rural,Costa,0,0,0,1,Alquilada,Adobe,0,7,1372.41,1313.35,1
20,Hombre,6,0.85,Español,Primaria,Informal,Urbana,Selva,1,0,0,1,Cedida,Madera/Esteras,1,2,1156.1,845.78,1
29,Hombre,7,1.37,Español,Primaria,Informal,Rural,Selva,1,0,0,1,Alquilada,Ladrillo/Cemento,1,4,507.48,443.84,1
54,Hombre,1,2.3,Español,Ninguno,Informal,Rural,Sierra,1,0,0,0,Propia,Madera/Esteras,1,0,865.59,843.16,0
79,Hombre,4,2.59,Español,Secundaria,Informal,Rural,Costa,1,1,0,1,Cedida,Ladrillo/Cemento,1,9,1335.97,1497.46,1
20,Hombre,4,2.06,Español,Ninguno,Formal,Urbana,Costa,0,1,0,0,Alquilada,Ladrillo/Cemento,1,0,5207.53,4967.5,0
26,Hombre,4,0.34,Español,Secundaria,Formal,Rural,Costa,1,1,0,1,Cedida,Ladrillo/Cemento,1,8,2036.02,2060.77,0
63,Hombre,7,1.39,Quechua,Superior,Informal,Rural,Sierra,1,0,0,1,Alquilada,Ladrillo/Cemento,0,16,2527.9,2593.53,1
77,Hombre,3,1.77,Español,Primaria,Formal,Urbana,Costa,1,0,0,0,Propia,Ladrillo/Cemento,1,3,2749.46,3194.65,0
74,Mujer,1,0.91,Español,Secundaria,Informal,Rural,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,10,742.36,559.38,0
24,Mujer,8,0.92,Español,Secundaria,Desempleado,Urbana,Costa,1,1,1,1,Propia,Adobe,1,11,1057.99,1073.84,1
78,Hombre,3,2.68,Español,Superior,Informal,Urbana,Selva,0,1,0,0,Alquilada,Ladrillo/Cemento,0,21,2735.69,2797.85,0
33,Hombre,5,2.51,Español,Secundaria,Formal,Urbana,Sierra,0,1,0,1,Alquilada,Ladrillo/Cemento,1,9,4062.79,3725.32,0
61,Hombre,1,2.79,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,8,1211.26,983.1,0
65,Hombre,1,2.27,Español,Superior,Informal,Urbana,Sierra,0,1,0,0,Propia,Ladrillo/Cemento,1,17,5006.66,5343.14,0
44,Mujer,9,0.92,Quechua,Secundaria,Formal,Rural,Sierra,1,0,0,1,Alquilada,Ladrillo/Cemento,1,9,3177.3,2600.29,1
20,Hombre,1,2.9,Español,Primaria,Informal,Urbana,Sierra,1,1,0,1,Alquilada,Ladrillo/Cemento,1,5,1121.8,1137.12,0
32,Mujer,8,1.95,Español,Superior,Desempleado,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,20,3706.85,3121.61,0
34,Mujer,9,0.4,Quechua,Secundaria,Informal,Urbana,Sierra,1,0,0,1,Propia,Ladrillo/Cemento,1,9,4118.38,4179.08,0
45,Hombre,7,2.29,Español,Secundaria,Informal,Rural,Selva,1,1,0,0,Propia,Ladrillo/Cemento,1,7,599.47,602.56,1
76,Hombre,5,2.57,Español,Primaria,Informal,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,2,1265.22,898.65,1
30,Hombre,9,2.26,Quechua,Primaria,Informal,Rural,Costa,0,1,0,0,Propia,Adobe,0,1,1330.56,1274.14,1
62,Hombre,3,0.28,Español,Primaria,Informal,Urbana,Costa,1,1,0,0,Cedida,Ladrillo/Cemento,1,1,2030.71,2030.28,0
44,Hombre,5,2.35,Español,Primaria,Desempleado,Urbana,Sierra,0,1,0,0,Propia,Madera/Esteras,1,4,264.08,199.37,1
24,Mujer,9,1.76,Español,Secundaria,Formal,Urbana,Costa,1,1,0,0,Propia,Madera/Esteras,1,8,6851.03,5021.52,0
34,Mujer,8,2.98,Español,Primaria,Formal,Urbana,Sierra,0,0,1,1,Propia,Ladrillo/Cemento,1,2,2503.86,2949.05,1
57,Hombre,7,1.31,Quechua,Ninguno,Desempleado,Urbana,Costa,1,1,1,1,Propia,Ladrillo/Cemento,1,0,801.51,907.38,1
38,Hombre,2,2.67,Español,Primaria,Informal,Rural,Selva,1,0,0,0,Propia,Adobe,1,5,683.17,596.7,1
44,Mujer,2,1.07,Quechua,Ninguno,Informal,Urbana,Sierra,1,1,1,0,Alquilada,Ladrillo/Cemento,1,0,1048.52,1093.31,0
28,Hombre,3,0.56,Español,Primaria,Informal,Urbana,Costa,0,0,0,1,Propia,Madera/Esteras,1,3,1798.8,1694.27,0
31,Mujer,1,2.39,Español,Ninguno,Informal,Urbana,Costa,1,1,0,1,Cedida,Ladrillo/Cemento,1,0,2686.65,2768.58,0
50,Hombre,6,1.5,Español,Primaria,Informal,Urbana,Costa,1,1,0,1,Alquilada,Adobe,0,3,2048.4,1503.27,1
69,Mujer,1,2.88,Español,Ninguno,Informal,Urbana,Sierra,1,1,1,1,Propia,Ladrillo/Cemento,1,0,1167.64,1303.6,0
20,Hombre,9,2.86,Español,Primaria,Formal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,1,3092.61,3654.15,1
33,Hombre,4,0.78,Español,Primaria,Informal,Rural,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,2,649.15,692.66,1
33,Hombre,5,2.98,Quechua,Primaria,Formal,Urbana,Costa,0,1,0,0,Propia,Adobe,1,2,2245.07,2620.25,0
47,Hombre,5,1.36,Quechua,Primaria,Desempleado,Urbana,Costa,1,1,0,1,Propia,Madera/Esteras,1,5,1867.16,1532.53,1
26,Hombre,7,2.81,Español,Primaria,Informal,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,3,1593.66,1313.24,1
19,Hombre,1,2.54,Español,Primaria,Informal,Urbana,Sierra,0,1,0,1,Alquilada,Ladrillo/Cemento,1,1,1620.32,1827.58,0
51,Hombre,7,1.89,Español,Superior,Informal,Rural,Selva,0,1,1,0,Alquilada,Adobe,1,12,2397.46,1683.82,1
31,Mujer,4,2.71,Español,Secundaria,Formal,Rural,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,7,2279.69,2641.16,0
37,Hombre,1,2.79,Español,Primaria,Informal,Rural,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,1,4,1261.9,1094.26,0
36,Hombre,9,0.01,Español,Secundaria,Informal,Rural,Sierra,0,1,0,1,Propia,Adobe,0,8,1458.27,1505.98,1
39,Hombre,6,1.77,Español,Superior,Formal,Urbana,Costa,1,1,0,1,Alquilada,Madera/Esteras,1,20,10343.4,10453.3,0
38,Hombre,8,0.88,Español,Secundaria,Informal,Urbana,Selva,1,1,0,1,Propia,Adobe,1,10,1520.91,1602.07,1
28,Hombre,4,1.14,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,1,Propia,Adobe,1,11,1718.31,2049.44,0
44,Hombre,1,1.29,Español,Primaria,Formal,Urbana,Costa,0,1,0,1,Alquilada,Adobe,1,1,8635.43,6554.36,0
27,Hombre,4,2.69,Español,Superior,Formal,Rural,Selva,1,1,1,1,Cedida,Ladrillo/Cemento,1,14,2694.37,2756.18,0
23,Hombre,7,0.04,Español,Secundaria,Formal,Urbana,Selva,1,0,0,1,Propia,Madera/Esteras,1,10,6833.29,4991.81,0
65,Mujer,2,0.33,Español,Primaria,Informal,Urbana,Costa,1,1,0,1,Propia,Adobe,1,2,1201.27,1100.53,0
60,Hombre,3,2.06,Español,Primaria,Formal,Urbana,Selva,1,1,1,0,Alquilada,Adobe,1,2,1834.67,1638.63,0
66,Mujer,1,1.09,Español,Secundaria,Informal,Rural,Costa,0,0,0,0,Propia,Ladrillo/Cemento,1,10,1315.63,971.57,0
62,Hombre,4,2.79,Quechua,Secundaria,Informal,Urbana,Costa,1,1,0,0,Propia,Adobe,1,9,1738.34,1264.25,0
32,Hombre,5,2.63,Quechua,Secundaria,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,0,11,2352.32,2595.31,0
47,Hombre,5,2.18,Español,Primaria,Informal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,2,2095.72,2215.04,0
66,Hombre,9,2.33,Español,Secundaria,Informal,Rural,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,10,1210.63,1336.77,1
55,Hombre,9,0.28,Español,Secundaria,Informal,Urbana,Costa,1,0,1,0,Alquilada,Ladrillo/Cemento,1,8,2351.71,1848.25,1
40,Mujer,4,1.64,Español,Ninguno,Informal,Urbana,Costa,1,1,1,0,Propia,Ladrillo/Cemento,1,0,4105.86,3972.53,0
28,Mujer,8,1.07,Español,Superior,Informal,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,18,7316.74,5897.78,0
44,Hombre,6,1.26,Español,Secundaria,Formal,Rural,Sierra,1,1,1,0,Propia,Adobe,1,9,3462.03,3264.01,0
40,Hombre,9,1.97,Español,Secundaria,Informal,Rural,Costa,0,1,1,1,Cedida,Ladrillo/Cemento,1,10,1167.15,873.13,1
67,Hombre,2,1.12,Español,Primaria,Desempleado,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,6,674.53,577.85,1
50,Hombre,7,0.52,Español,Superior,Informal,Urbana,Sierra,1,0,0,0,Alquilada,Madera/Esteras,1,17,1328.54,1329.36,1
54,Mujer,6,0.7,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,1,Alquilada,Ladrillo/Cemento,1,7,2530.36,3029.01,0
42,Hombre,7,0.41,Español,Secundaria,Informal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,7,3519.98,2655.29,0
33,Hombre,1,2.83,Español,Superior,Formal,Rural,Costa,1,1,0,0,Alquilada,Adobe,1,14,3977.98,3895.01,0
21,Hombre,8,1.26,Español,Secundaria,Formal,Urbana,Sierra,1,1,1,0,Cedida,Ladrillo/Cemento,1,10,4870.28,5075.52,0
22,Hombre,6,2.52,Español,Superior,Informal,Urbana,Costa,1,1,1,1,Propia,Madera/Esteras,1,20,2902.23,2451.23,0
74,Hombre,1,1.45,Español,Secundaria,Informal,Urbana,Costa,1,0,0,0,Alquilada,Madera/Esteras,1,11,3281.46,3097.85,0
50,Mujer,3,0.81,Español,Secundaria,Formal,Urbana,Selva,1,0,1,1,Cedida,Adobe,1,10,3816.35,3216.9,0
35,Hombre,3,1.13,Español,Secundaria,Formal,Urbana,Selva,1,0,0,1,Alquilada,Ladrillo/Cemento,1,8,2399.13,1802.12,0
42,Hombre,7,1.36,Español,Superior,Formal,Urbana,Selva,1,0,0,1,Propia,Ladrillo/Cemento,1,20,4736.23,4566.33,0
44,Hombre,4,0.37,Español,Secundaria,Informal,Urbana,Sierra,0,1,0,1,Propia,Ladrillo/Cemento,1,11,3149.87,3034.5,0
34,Hombre,1,2.91,Español,Ninguno,Informal,Urbana,Selva,1,1,0,0,Propia,Ladrillo/Cemento,1,0,1384.27,1419.08,0
24,Hombre,1,1.11,Español,Primaria,Desempleado,Urbana,Costa,1,0,0,1,Alquilada,Adobe,0,6,933.81,745.98,0
25,Hombre,2,2.49,Español,Ninguno,Informal,Urbana,Sierra,1,0,1,1,Propia,Adobe,1,0,512.66,536.9,1
77,Hombre,1,1.74,Quechua,Primaria,Informal,Urbana,Selva,0,1,0,0,Propia,Ladrillo/Cemento,1,5,1040.67,883.12,0
22,Hombre,5,2.28,Español,Secundaria,Formal,Urbana,Costa,1,1,0,1,Alquilada,Madera/Esteras,1,7,5657.55,6699.09,0
21,Hombre,1,1.83,Español,Ninguno,Desempleado,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,0,401.2,455.75,0
67,Hombre,8,1.4,Español,Ninguno,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,0,2114.57,1920.67,1
63,Hombre,8,2.58,Quechua,Secundaria,Informal,Urbana,Sierra,1,0,0,1,Alquilada,Ladrillo/Cemento,1,9,2597.37,2865.49,1
72,Hombre,2,0.16,Español,Superior,Informal,Urbana,Selva,1,1,0,0,Propia,Ladrillo/Cemento,1,16,3360.19,2498.06,0
61,Mujer,2,0.52,Español,Primaria,Desempleado,Urbana,Costa,1,1,0,0,Propia,Madera/Esteras,1,6,591.37,494.29,1
48,Hombre,7,0.61,Español,Primaria,Informal,Rural,Sierra,1,1,0,0,Propia,Ladrillo/Cemento,1,6,882.02,975.77,1
22,Mujer,4,1.59,Español,Ninguno,Desempleado,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,0,951.34,704.35,1
29,Hombre,1,2.71,Español,Primaria,Formal,Rural,Sierra,1,0,1,1,Propia,Adobe,1,1,1099.6,818.09,0
75,Mujer,7,1.1,Español,Superior,Informal,Urbana,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,16,4620.1,4411.4,0
66,Hombre,2,2.87,Español,Ninguno,Formal,Rural,Sierra,1,1,1,1,Alquilada,Ladrillo/Cemento,1,0,1777.13,1849.35,0
50,Hombre,2,1.11,Español,Superior,Formal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,0,18,9124.79,10797.0,0
52,Mujer,5,0.9,Español,Secundaria,Formal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,7,5503.08,4808.83,0
40,Hombre,5,0.11,Español,Ninguno,Informal,Urbana,Costa,0,0,0,0,Propia,Adobe,1,0,1314.21,1140.85,1
46,Hombre,4,2.41,Quechua,Ninguno,Informal,Rural,Sierra,1,0,1,0,Cedida,Ladrillo/Cemento,1,0,312.08,289.37,1
31,Mujer,3,2.39,Español,Primaria,Formal,Rural,Sierra,1,1,0,0,Propia,Ladrillo/Cemento,1,1,1316.9,1507.88,0
55,Hombre,5,2.62,Aymara,Superior,Informal,Rural,Costa,1,1,0,1,Alquilada,Adobe,1,16,5255.14,4512.35,0
42,Hombre,6,0.36,Español,Secundaria,Informal,Urbana,Costa,1,1,1,1,Alquilada,Madera/Esteras,1,10,1905.41,1432.29,1
42,Mujer,7,2.19,Español,Secundaria,Formal,Urbana,Costa,1,1,1,1,Propia,Ladrillo/Cemento,1,7,4915.8,5681.39,0
50,Hombre,7,1.56,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,1,Propia,Adobe,1,8,1928.98,1720.0,1
51,Hombre,1,1.06,Español,Secundaria,Informal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,11,2610.72,3035.06,0
70,Hombre,8,0.29,Español,Secundaria,Formal,Urbana,Costa,1,0,1,0,Propia,Adobe,0,10,5604.23,6044.74,0
23,Mujer,3,0.32,Español,Secundaria,Desempleado,Rural,Costa,1,1,1,1,Propia,Ladrillo/Cemento,1,10,501.96,594.6,1
53,Hombre,9,0.37,Quechua,Superior,Informal,Rural,Costa,0,1,1,1,Propia,Adobe,0,13,3364.22,3349.08,1
72,Mujer,8,0.82,Español,Primaria,Informal,Rural,Costa,1,1,1,1,Alquilada,Ladrillo/Cemento,1,2,1540.52,1330.34,1
68,Mujer,5,0.69,Español,Primaria,Informal,Rural,Selva,1,0,0,0,Cedida,Ladrillo/Cemento,1,3,1165.83,1149.3,1
67,Hombre,3,1.24,Español,Primaria,Informal,Rural,Sierra,0,1,0,0,Alquilada,Adobe,1,3,565.59,625.41,1
71,Hombre,1,0.13,Quechua,Primaria,Formal,Urbana,Sierra,1,1,1,0,Propia,Adobe,0,4,1785.11,1383.14,0
50,Mujer,2,0.25,Español,Superior,Formal,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,21,9747.12,9952.26,0
26,Hombre,3,1.15,Español,Superior,Formal,Urbana,Selva,1,1,0,1,Propia,Ladrillo/Cemento,0,16,5049.96,4084.72,0
77,Hombre,8,1.87,Español,Secundaria,Formal,Urbana,Sierra,0,1,1,1,Propia,Adobe,1,7,6767.09,6348.87,0
30,Mujer,1,1.14,Español,Secundaria,Informal,Urbana,Selva,0,0,0,1,Propia,Ladrillo/Cemento,1,11,2345.92,2236.89,0
60,Hombre,7,2.11,Español,Secundaria,Formal,Rural,Sierra,0,1,0,0,Alquilada,Ladrillo/Cemento,0,7,4750.02,4470.87,0
62,Hombre,6,2.9,Español,Secundaria,Informal,Urbana,Costa,0,1,0,1,Propia,Madera/Esteras,0,10,1758.52,1652.71,1
54,Mujer,4,0.19,Español,Superior,Informal,Urbana,Costa,1,1,0,1,Propia,Adobe,1,21,3029.19,3109.5,0
36,Hombre,1,2.54,Español,Primaria,Informal,Rural,Costa,1,1,0,1,Cedida,Ladrillo/Cemento,1,5,865.92,826.43,0
48,Hombre,1,1.56,Español,Primaria,Formal,Urbana,Costa,1,1,1,1,Propia,Adobe,1,6,3409.72,2473.11,0
69,Mujer,1,2.4,Español,Primaria,Desempleado,Urbana,Selva,1,0,1,0,Propia,Ladrillo/Cemento,1,4,440.57,524.15,0
73,Mujer,5,2.88,Español,Secundaria,Desempleado,Urbana,Sierra,1,0,0,1,Alquilada,Ladrillo/Cemento,1,11,1947.65,1858.01,1
57,Hombre,8,0.32,Español,Secundaria,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,0,7,3929.0,4193.59,0
64,Hombre,5,1.1,Español,Secundaria,Desempleado,Urbana,Sierra,1,0,1,1,Alquilada,Adobe,1,7,660.94,749.76,1
30,Mujer,2,0.46,Español,Primaria,Informal,Rural,Selva,1,1,1,1,Propia,Ladrillo/Cemento,1,5,305.35,264.38,1
24,Hombre,4,0.43,Español,Primaria,Informal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,0,3,1692.87,1353.18,0
76,Hombre,6,0.24,Español,Secundaria,Informal,Urbana,Costa,0,1,0,1,Alquilada,Madera/Esteras,1,9,3421.2,2649.82,0
37,Hombre,4,1.81,Español,Primaria,Formal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,6,4992.48,4886.41,0
36,Mujer,2,0.01,Español,Primaria,Informal,Rural,Costa,1,1,0,1,Alquilada,Adobe,1,6,2022.09,1640.14,0
67,Hombre,6,0.84,Español,Primaria,Informal,Urbana,Costa,0,1,1,1,Alquilada,Adobe,1,2,1369.69,1102.54,1
43,Hombre,2,0.76,Español,Secundaria,Informal,Urbana,Selva,1,0,0,0,Propia,Ladrillo/Cemento,0,7,1879.2,1640.7,0
63,Hombre,4,2.61,Español,Superior,Informal,Rural,Sierra,0,1,0,0,Alquilada,Madera/Esteras,1,16,3108.88,3239.9,0
58,Hombre,1,0.3,Español,Secundaria,Formal,Urbana,Costa,1,0,1,1,Propia,Madera/Esteras,1,8,5927.65,5156.13,0
47,Hombre,8,1.17,Español,Primaria,Formal,Urbana,Sierra,1,1,0,1,Propia,Madera/Esteras,1,1,2619.81,2064.71,1
25,Hombre,5,1.94,Quechua,Primaria,Informal,Rural,Sierra,1,0,1,1,Propia,Adobe,1,3,354.16,324.59,1
75,Hombre,8,1.37,Español,Secundaria,Formal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,7,5734.35,5589.01,0
30,Mujer,1,0.03,Español,Secundaria,Informal,Urbana,Costa,0,0,1,1,Alquilada,Adobe,1,11,1716.56,1852.85,0
43,Mujer,1,1.06,Español,Primaria,Informal,Urbana,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,1,4,1308.53,1396.34,0
30,Hombre,4,0.53,Español,Primaria,Informal,Rural,Selva,1,0,1,1,Propia,Madera/Esteras,1,3,831.99,663.12,1
46,Hombre,8,2.25,Otra,Secundaria,Informal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,7,1871.09,2096.28,1
52,Mujer,4,0.06,Español,Superior,Informal,Rural,Costa,1,1,0,1,Cedida,Ladrillo/Cemento,1,19,4937.46,4767.59,0
